order_date,Sales
2017-09-23,38566.2505913
2017-09-24,39926.25057986
2017-09-25,41216.150574
2017-09-26,41596.11059164
2017-09-27,32756.71043392
2017-09-28,39476.35041056
2017-09-29,42376.98055622
2017-09-30,48715.91046798
2017-10-01,49146.50047962
2017-10-02,26234.2101064
2017-10-03,2113.43999456
2017-10-04,2144.5199944799997
2017-10-05,2113.43999456
2017-10-06,2144.5199944799997
2017-10-07,3989.44012253
2017-10-08,1495.86002529
2017-10-09,767.7199972799999
2017-10-10,26342.51049256
2017-10-11,30738.720578
2017-10-12,31190.7605865
2017-10-13,30738.720578
2017-10-14,31190.7605865
2017-10-15,30738.720578
2017-10-16,31190.7605865
2017-10-17,30738.720578
2017-10-18,28247.6205121
2017-10-19,24282.800414799996
2017-10-20,24639.900420899998
2017-10-21,24282.800414799996
2017-10-22,24639.900420899998
2017-10-23,24282.800414799996
2017-10-24,24639.900420899998
2017-10-25,24282.800414799996
2017-10-26,89785.2000732
2017-10-27,102000.0
2017-10-28,103500.0
2017-10-29,102000.0
2017-10-30,103500.0
2017-10-31,40891.1202401
2017-11-01,17448.7203381
2017-11-02,17195.840333199998
2017-11-03,17448.7203381
2017-11-04,25122.640564999998
2017-11-05,31842.120758999998
2017-11-06,31380.640747999998
2017-11-07,27979.8206797
2017-11-08,11177.8403332
2017-11-09,11342.2203381
2017-11-10,11177.8403332
2017-11-11,11342.2203381
2017-11-12,11177.8403332
2017-11-13,32329.6210335
2017-11-14,36215.441162799994
2017-11-15,36748.021179899995
2017-11-16,36215.441162799994
2017-11-17,36748.021179899995
2017-11-18,33580.5010682
2017-11-19,20219.7605865
2017-11-20,19926.720578
2017-11-21,20219.7605865
2017-11-22,16145.9804676
2017-11-23,14548.6504209
2017-11-24,14636.6003416
2017-11-25,17984.849579100002
2017-11-26,17724.199585200004
2017-11-27,17984.849579100002
2017-11-28,17724.199585200004
2017-11-29,7586.10002927
2017-11-30,5739.20010404
2017-12-01,5823.60010557
2017-12-02,10119.5000765
2017-12-03,22614.75
2017-12-04,19124.8999996
2017-12-05,796.25999724
2017-12-06,784.7199972799999
2017-12-07,796.25999724
2017-12-08,1659.22999852
2017-12-09,2742.75
2017-12-10,2703.0
2017-12-11,4327.3800657
2017-12-12,14675.760496399998
2017-12-13,14891.5805037
2017-12-14,14675.760496399998
2017-12-15,12859.44042252
2017-12-16,2113.43999456
2017-12-17,3572.52009189
2017-12-18,4017.44012444
2017-12-19,1065.75000846
2017-12-20,767.7199972799999
2017-12-21,23833.21041872
2017-12-22,24282.800414799996
2017-12-23,84070.7001037
2017-12-24,67080.6401372
2017-12-25,17448.7203381
2017-12-26,21159.240449099998
2017-12-27,31842.120758999998
2017-12-28,31380.640747999998
2017-12-29,31842.120758999998
2017-12-30,19496.640504
2017-12-31,11342.2203381
2018-01-01,33638.0410774
2018-01-02,28603.6608875
2018-01-03,19926.720578
2018-01-04,17121.2402639
2018-01-05,17724.199585200004
2018-01-06,16222.349655400001
2018-01-07,5739.20010404
2018-01-08,5823.60010557
2018-01-09,5739.20010404
2018-01-10,15070.90004743
2018-01-11,22287.0
2018-01-12,22614.75
2018-01-13,12168.27999872
2018-01-14,796.25999724
2018-01-15,784.7199972799999
2018-01-16,796.25999724
2018-01-17,1659.22999852
2018-01-18,2742.75
2018-01-19,2703.0
2018-01-20,2742.75
2018-01-21,2703.0
2018-01-22,2742.75
2018-01-23,2703.0
2018-01-24,2742.75
2018-01-25,2703.0
2018-01-26,9609.4802847
2018-01-27,14675.760496399998
2018-01-28,14891.5805037
2018-01-29,14675.760496399998
2018-01-30,14891.5805037
2018-01-31,14407.34047446
