customer_id,recency,frequency,monetary
2805,410,5,2866.50000758
2806,308,3,943.5700226
2807,317,3,1060.64000701
2808,726,2,1133.52002716
2809,338,5,3034.74002842
2810,157,4,2069.31999218
2811,489,5,3553.2900312799998
2812,316,5,3321.97000891
2813,361,8,6257.3900911499995
2814,153,5,2873.64002239
2815,138,3,2053.71003716
2816,155,5,1560.5899963
2817,1084,1,798.95000456
2818,191,4,3072.29004286
2819,474,5,2914.81005488
2820,882,2,501.16000743999996
2821,569,4,1759.67002112
2822,970,1,1154.710022
2823,140,5,1874.76001733
2824,312,7,4679.25006872
2825,256,5,3709.1500434
2826,141,9,4999.46004507
2827,223,4,1831.55003362
2828,150,3,1283.41000741
2829,144,5,3341.1900178
2830,349,5,4334.88005816
2831,233,3,2981.02001973
2832,217,2,788.34001546
2833,208,10,4777.83002473
2834,206,5,2952.28004836
2835,166,4,1887.68001554
2836,261,4,2235.0100517
2837,402,3,1212.6100159
2838,494,3,1962.34001923
2839,204,4,2513.9000168000002
2841,273,2,929.06001283
2842,170,8,5545.22010042
2843,186,1,740.4400253599999
2844,125,10,4838.98000907
2845,144,7,4067.8400193
2846,184,3,843.25
2847,432,4,3284.82004934
2848,182,6,3715.04005434
2849,293,1,100.7799988
2850,444,3,758.75000004
2851,140,11,6012.72007733
2852,304,5,2491.75003435
2853,365,2,1068.60001848
2854,263,5,1673.8500213
2856,156,6,3038.08000948
2857,236,6,3921.7400818799997
2858,138,2,1563.27004238
2859,140,5,1505.10998532
2860,281,13,5686.080026621
2861,212,5,3255.93004994
2862,297,3,1937.68002701
2863,219,7,2435.91000369
2864,947,2,802.13000865
2865,475,3,1863.1700057
2866,152,3,1618.67002879
2867,867,2,1043.3100204
2868,357,3,1226.84003455
2869,175,6,3324.7300490899997
2870,182,4,1700.92001345
2871,429,3,1401.90999213
2872,218,8,5138.9400481699995
2873,130,9,3795.34002301
2874,202,4,1638.42998885
2875,194,2,359.9400024
2876,283,6,3467.1899964599997
2877,321,3,1679.19004056
2878,395,5,2003.36002731
2879,289,4,1288.4100303999999
2880,253,3,1653.1800233
2881,400,8,3889.1399861600003
2882,253,8,2336.85001757
2883,162,3,895.92000964
2884,283,4,1756.2000198
2885,612,5,2902.43002316
2887,707,1,792.83001702
2888,332,3,1279.34001158
2889,276,5,3070.45004272
2890,382,4,2794.36003492
2891,173,6,1916.2600098
2892,255,3,1827.8600388
2893,312,7,4661.09997654
2894,542,3,1518.5000152799998
2895,395,3,1580.72000881
2896,142,6,3345.23002628
2897,237,4,943.220010731
2898,544,2,1206.33000576
2899,271,3,1890.6700516
2900,148,2,797.5000076
2901,475,4,2054.96001055
2902,289,5,2450.47007372
2903,151,6,2598.7300033
2904,179,6,2551.73998257
2905,534,3,1600.5600050599999
2906,270,5,3134.66004944
2907,132,8,3157.39004912
2908,452,5,2451.18004617
2909,143,6,4815.10009016
2910,129,6,3505.02004629
2911,364,6,3152.77003093
2912,579,2,873.87000266
2913,144,6,2453.38998884
2914,283,5,2237.16001513
2915,442,4,3080.8300706
2916,216,5,2121.7899894
2917,371,5,2371.0300524100003
2918,327,9,3645.55002219
2919,173,7,3280.91003416
2920,124,4,1631.75001148
2921,187,3,2027.6000213
2922,340,6,3791.27004248
2923,427,4,1694.14002994
2924,523,2,1304.05000493
2925,262,5,2238.40002064
2926,132,4,2812.05999
2927,161,8,3829.85003653
2928,128,5,3147.14002222
2929,370,3,1800.4000168
2930,272,9,3890.56004713
2931,1068,2,1032.53001019
2932,163,5,3190.62003336
2933,193,3,1092.75002673
2934,181,8,3635.57004923
2935,440,4,1470.81000146
2936,215,5,2975.65002053
2937,473,2,500.91001128
2938,206,6,2815.65000924
2939,253,4,1425.1700057799999
2940,518,4,1637.84002315
2941,304,3,1367.78000837
2942,328,6,4737.6700592
2943,666,2,632.2900162000001
2944,301,6,2400.77003679
2945,130,5,786.9900055200001
2946,501,6,2589.63003929
2947,179,3,2114.8000146
2948,173,6,2086.49001693
2949,136,4,2595.68001173
2950,237,5,1186.36999118
2951,407,3,1901.30998606
2952,229,2,1227.42002106
2953,518,5,2428.8999711
2954,159,3,1031.6600036
2955,176,2,1382.6900215800001
2956,223,2,667.5500183300001
2957,388,3,2461.58002848
2958,223,7,3480.68004789
2959,230,6,2931.68000796
2960,304,8,4305.87006012
2961,194,6,2245.48003769
2962,188,4,1973.45004081
2963,263,5,2640.690014
2964,626,6,3458.63998399
2965,566,2,1132.5000153
2966,610,3,1383.08003238
2967,738,2,1415.31003184
2968,157,5,1998.25000776
2969,317,5,4745.03009041
2970,282,12,6491.39010428
2971,480,1,577.93001174
2972,413,4,2193.18003083
2974,137,5,1033.04001239
2975,187,2,1636.0600279999999
2976,214,2,555.9400177
2977,803,1,1140.00002289
2978,274,2,1857.77001956
2979,308,8,3935.08006679
2980,238,5,2814.75000751
2981,325,2,902.02000813
2982,177,3,1495.37001042
2983,124,6,2563.33002855
2984,436,5,2321.33001715
2985,254,4,2428.6600151
2987,370,2,731.26002505
2988,127,7,4146.85005192
2989,285,4,2931.36005024
2990,221,3,1504.96000859
2991,301,3,1547.36000048
2992,147,4,3277.8400543899998
2993,205,5,3107.5600053
2994,425,4,2947.43999879
2995,184,4,1663.170025
2996,389,3,1085.14001458
2997,235,8,3234.97001251
2998,397,3,1570.2600174
2999,370,5,2271.60002151
3000,162,3,2213.97000509
3001,243,5,2457.0200501199997
3002,195,2,1322.0200119
3003,511,3,1598.0300141
3004,435,3,1543.56000899
3005,340,5,3460.63005438
3006,518,6,2822.610007162
3007,444,6,1632.90001483
3008,208,3,1459.9200211
3009,246,2,509.9299927
3010,268,6,3592.3300092
3011,260,5,2772.86001207
3012,174,4,1619.3300323
3013,601,2,731.38001248
3014,572,1,516.47000886
3015,428,3,1660.4200248
3016,257,6,2148.86000425
3017,508,4,1641.1700056999998
3018,683,3,1980.800045
3019,257,4,1718.19001764
3020,273,6,4684.33006292
3021,338,7,4199.40006247
3022,131,7,3736.85007865
3023,464,1,193.3999939
3024,401,5,2770.90005874
3025,180,6,2700.34000762
3026,267,4,1996.45003493
3027,305,3,2689.26004598
3028,293,4,2025.0200271200001
3029,553,5,2393.58999619
3030,344,3,1173.6900024
3031,121,8,5703.5300829
3032,191,6,2441.2200394
3033,167,6,4546.7000886
3034,362,8,2279.15002056
3035,187,5,3644.2500459
3036,329,4,2494.55003362
3037,547,5,2332.84004226
3038,167,9,5354.04005421
3039,210,6,2467.27001189
3040,459,4,2735.56003184
3041,171,2,1215.36999901
3042,261,6,3986.61006169
3043,353,3,1748.55002975
3044,425,4,2916.00002674
3045,446,2,1738.5799904599999
3046,124,5,3846.62002944
3047,375,4,1824.4200019
3048,528,3,1686.24002454
3049,162,1,200.95000462000002
3050,154,4,1996.59999455
3051,186,7,5250.58004381
3052,139,7,2485.01003446
3053,546,2,992.58000945
3054,194,3,1198.2000046
3055,277,3,1531.2200242
3056,371,4,3520.66999819
3057,133,3,1469.85002139
3058,201,4,2385.9800033
3059,406,2,975.45999917
3060,618,2,880.45001603
3061,342,5,1914.14001454
3062,160,1,542.9199980999999
3063,516,3,2508.95005042
3064,171,4,2024.46000678
3065,266,5,1640.920044
3066,427,6,4270.26007081
3067,151,4,2473.30003357
3068,747,4,2376.12003333
3069,199,5,1859.04001613
3070,228,4,2929.54004669
3071,204,6,4357.33003996
3072,424,3,1690.99003595
3073,249,3,2134.67004016
3074,166,10,4539.76997362
3075,168,3,1085.06003194
3076,1033,2,983.64002233
3077,440,3,1994.6100350299998
3078,249,3,1836.72002415
3079,124,6,3119.85003664
3080,746,3,1529.44000242
3081,164,7,3368.91007618
3082,519,4,3022.80003363
3083,193,9,3731.56002052
3084,741,1,861.75002292
3085,185,6,3253.34001547
3086,554,4,2441.30004112
3087,1096,1,421.64000703
3088,378,5,2411.6800194400003
3089,469,3,1589.4700163999998
3090,248,5,2627.8800507
3091,299,5,2289.84000772
3092,187,4,1812.4700126
3093,913,1,359.89000324
3094,357,4,1388.4300156
3095,281,5,2395.86002354
3096,736,4,2857.42004398
3097,287,3,1899.09001166
3098,360,7,3676.96004872
3099,189,8,5276.97003368
3100,579,2,1894.78003304
3101,1072,1,923.9400177
3102,291,4,2122.37003701
3103,350,4,1966.64001083
3104,151,5,1937.91001131
3105,374,4,3414.67998509
3106,362,4,1979.87003327
3107,271,3,1393.87001808
3108,713,2,983.940033
3109,1098,2,1194.31000898
3110,449,5,3041.0700225
3111,206,2,1250.73000716
3112,463,4,2275.44002719
3113,266,2,1451.23002624
3114,445,5,2994.57004539
3115,166,6,3430.05003734
3116,614,2,920.57000737
3117,176,5,3163.48002638
3118,234,5,2807.24003596
3119,311,7,3790.5600605
3120,148,5,2268.28001791
3121,192,4,2941.72004324
3122,368,5,2992.62004842
3123,191,3,2517.18001184
3124,371,1,851.1000061
3125,308,4,2226.23003198
3126,640,3,1451.11002343
3127,287,9,4307.4500466
3128,358,9,4485.2800139
3129,275,8,2822.31000515
3130,368,2,1023.88999946
3131,153,4,1338.49001318
3132,328,6,2765.11005031
3133,206,8,4456.73007601
3134,372,2,1336.4900207
3135,713,3,1060.50002288
3136,193,6,5102.75002306
3137,259,5,3383.67001714
3138,142,8,4556.04003924
3139,352,4,2147.94004065
3140,257,4,2913.99002451
3141,472,3,1625.74000556
3142,299,3,1431.95001982
3143,129,2,1433.3099974000002
3144,137,7,3470.26006693
3145,488,6,2798.85000228
3146,204,5,2535.15003972
3147,148,9,3772.47004122
3148,269,6,3660.19003666
3149,257,5,1115.7399902900002
3150,388,5,2460.46000664
3151,329,4,1880.45003508
3152,414,2,1151.2300109
3153,402,7,4018.02004615
3154,370,7,2323.85002141
3155,154,9,4052.80004139
3156,127,2,1106.6800004
3157,263,4,1481.83998876
3158,281,2,1170.77000434
3159,342,7,2950.54000091
3160,169,6,3108.00002295
3161,129,10,3499.10004602
3162,201,7,2563.1900024
3163,220,6,2905.7300414
3164,545,4,2237.40000341
3165,269,5,2871.26005947
3166,376,4,2394.79002768
3167,209,10,4483.7800102599995
3168,547,4,2506.58005148
3169,223,4,723.5900002200001
3170,335,2,1175.31000898
3171,739,4,1748.91000458
3172,129,6,2546.3700199200002
3173,139,4,2551.94004071
3174,141,1,1411.8500062
3175,495,6,2856.00000363
3176,200,4,3222.54004856
3177,209,5,2999.51001
3178,843,4,2640.85005946
3179,375,4,2025.46999353
3180,136,8,5075.14003371
3181,543,6,2085.13999543
3182,135,7,3590.96003723
3183,351,1,57.59000015
3184,336,8,4909.5300483
3185,147,3,1596.2900009
3186,144,5,1732.23000338
3187,234,8,4943.58008955
3188,197,5,4016.68006142
3189,280,7,3876.9000740799997
3190,322,4,1180.15999996
3191,274,2,539.27999105
3192,471,7,3221.95002555
3193,586,6,3037.65002831
3194,195,5,1518.61998372
3195,709,5,2284.3000145
3196,232,4,2219.9800301
3197,798,6,4271.11004652
3198,263,6,2611.65002066
3199,213,10,6116.64007962
3200,290,6,3333.9200228
3201,172,6,2560.49001688
3202,271,7,3763.17000211
3203,174,4,1969.88001257
3204,439,4,1627.58003426
3205,239,5,1714.29001612
3206,182,6,4491.47003928
3207,247,5,2361.26998139
3208,697,2,798.55999759
3209,509,4,1094.78002544
3210,210,2,794.35000616
3211,391,3,1588.28004078
3212,261,7,2382.6300317
3213,135,5,2775.0500258399998
3214,130,5,2981.1300392900002
3215,307,5,1987.290039
3216,139,6,3122.2700252
3217,778,4,2806.11999903
3218,494,4,1806.31997294
3219,122,6,3454.93002116
3220,335,5,2263.71003347
3221,378,3,1316.77002335
3222,153,5,2814.5000190299997
3223,213,6,3468.21001058
3224,204,7,4245.08008199
3225,190,3,2804.170044
3226,131,7,2487.63002385
3227,940,2,897.49000548
3228,222,6,2652.5500221
3229,422,8,4659.57003769
3230,680,2,610.8100090099999
3231,249,7,3899.57006453
3232,133,5,3473.9799995900003
3233,886,3,1721.60002908
3234,312,3,1705.61001582
3235,179,9,4490.8100624399995
3236,271,5,1350.49001694
3237,336,7,3896.27003095
3238,178,6,3230.76007092
3239,154,5,3857.87004454
3240,307,5,3149.96004487
3241,178,6,2475.31001286
3242,469,4,1650.07003789
3243,161,2,1079.03001013
3244,200,5,2983.33003222
3245,145,4,1431.00000766
3246,155,5,2588.34002688
3247,263,4,1644.26002503
3248,147,3,1900.54004666
3249,270,7,3271.89002414
3250,261,7,3430.20001223
3251,353,2,727.30001065
3252,146,5,1209.08000573
3253,761,2,1274.22999582
3254,208,3,1366.29998784
3255,324,2,1345.5600166499999
3256,343,3,1533.53001783
3257,168,10,5350.86006925
3258,523,2,966.9199999699999
3259,173,10,5985.3400574
3260,248,4,1997.86001591
3261,791,3,1370.50001532
3262,163,6,4109.14005657
3263,124,3,2025.10000609
3264,293,4,1560.8100052300001
3265,369,4,2295.45002755
3266,559,4,3266.50004574
3267,185,4,774.1500092
3268,224,3,1668.5300064
3269,210,3,638.13001248
3270,127,5,2602.18000983
3271,211,2,1389.84002689
3272,150,7,4796.65007022
3273,419,6,1892.6200294999999
3274,941,3,1838.39003378
3275,212,7,2535.08002851
3276,308,6,2701.54004289
3277,296,5,2383.95004275
3278,253,1,127.3899994
3279,274,4,2008.65002822
3280,266,7,4518.94005607
3281,244,4,3024.35008246
3282,514,4,1245.78001027
3283,171,6,2447.47999586
3284,393,5,1707.84001547
3285,149,5,2210.13002024
3286,203,5,3597.83007238
3287,539,4,2866.1400566
3288,333,4,1713.950016
3289,334,5,2700.09003845
3290,501,2,1134.3800201
3291,132,8,4075.34003464
3293,168,6,2734.76002499
3294,204,6,1345.10002332
3295,363,7,5086.12006199
3296,227,8,4157.82997879
3297,146,9,5130.73001868
3298,158,5,2005.14998255
3299,986,1,531.9500122
3300,481,4,1695.9499931599998
3301,122,5,2050.6699866999998
3302,381,8,4953.52004633
3303,204,9,5638.2300797299995
3304,316,7,4828.45001594
3305,207,4,1078.45001219
3306,446,4,2024.99002258
3307,453,3,1839.71001808
3308,218,5,1194.13999926
3309,215,4,3200.81002442
3310,214,4,776.70000076
3311,151,6,2739.53003123
3312,604,1,383.980011
3313,136,4,2079.85004046
3314,333,6,3066.74000528
3315,184,7,3624.7100600999997
3316,219,8,4291.0200767
3317,190,4,2520.33002485
3318,605,3,780.42999063
3319,373,5,3216.53004832
3320,244,4,2745.95005407
3321,327,3,1091.16000744
3322,298,3,2136.7500382
3323,196,7,4777.22010132
3324,362,4,2191.0600280999997
3325,187,3,1534.23000719
3326,179,6,2757.76001748
3327,516,2,1308.30001453
3328,153,4,2782.60004438
3329,233,5,3476.2600555
3330,316,7,3352.32004548
3331,310,6,3898.30002226
3332,334,5,1871.20000658
3333,349,3,1182.63999555
3334,132,2,1315.6399993
3335,968,1,689.0999984
3336,135,6,4780.75008389
3337,364,10,5588.2100677299995
3338,321,2,1576.5799943
3339,321,2,664.3199958499999
3340,837,4,2669.12001037
3341,212,9,3795.86002708
3342,125,2,1651.76000976
3343,121,6,3443.66003794
3344,359,4,2357.09003442
3345,392,4,2700.6000214
3346,268,5,2661.970047
3347,270,5,2263.8300171
3348,493,2,821.95000267
3349,986,1,240.0
3350,179,5,3643.4000473300002
3351,387,4,1402.88002782
3352,199,4,2173.9100189700002
3353,315,4,1376.33001324
3354,212,4,919.87999345
3355,181,6,3016.0600509
3356,490,6,3682.23007955
3357,192,2,1496.6800308
3358,401,7,3274.87002385
3359,202,6,1351.46000285
3360,359,6,2940.09002697
3361,121,4,2473.4200133599998
3362,578,4,2231.28001408
3363,400,3,1135.73002626
3364,176,8,2789.34001544
3365,141,9,4698.48005884
3366,467,2,2280.60002519
3367,627,2,1394.65001489
3368,408,2,1527.3699836600001
3369,294,11,6038.58998099
3370,507,2,769.8700027
3371,182,5,2744.77005017
3372,389,3,2044.37003702
3373,183,7,5231.27003862
3374,689,1,465.18999476
3375,151,6,4107.77001186
3376,299,5,3792.10001395
3377,158,7,3185.86002353
3378,198,4,3904.590067
3379,360,7,3485.4100418
3380,495,3,1574.46000284
3381,427,4,2652.5600586
3382,296,3,1302.31000898
3383,199,6,3772.99002086
3384,272,6,3786.35002146
3385,201,3,1942.83000552
3386,628,1,423.61999511
3387,126,5,2718.8500175599997
3388,164,2,996.33001706
3389,663,6,2068.75004583
3390,227,5,1910.8600274
3391,502,5,3056.61003864
3392,169,5,2454.93001568
3393,519,4,1691.48001857
3394,141,5,3326.79004668
3395,191,4,1468.16001127
3396,134,2,1614.11003494
3397,655,7,3802.14003469
3398,357,3,1539.9800263
3399,127,2,965.930008
3400,135,4,1126.06998808
3401,226,5,2182.9100227
3402,511,4,2793.02006917
3403,576,4,2197.93004605
3404,209,3,1203.68002319
3405,260,5,2127.7700462499997
3406,198,7,3948.62006398
3407,448,5,2807.34001166
3408,478,3,960.65999599
3409,633,3,1619.94998164
3410,372,5,2261.82003421
3411,144,5,3068.0700606
3412,220,6,2625.31002816
3413,127,5,3683.60002711
3414,505,6,2824.2800141400003
3415,302,7,3738.73006262
3416,788,2,1646.40002824
3417,311,7,3954.92999069
3418,136,2,1726.15997705
3419,449,3,1517.38003166
3420,172,10,6543.54009253
3421,501,5,1853.7700091
3422,177,6,3715.8600273399998
3423,276,7,5031.86001973
3424,140,4,2419.1499898
3425,188,5,2453.61000437
3426,301,5,3729.1200791
3427,438,1,531.9300079
3428,175,9,4152.9100305
3429,130,6,3309.72002019
3430,157,5,3774.7600288
3431,721,2,1255.3900146199999
3432,453,3,1631.60002713
3433,517,3,774.85999682
3434,187,4,2248.91002275
3435,397,7,3875.79003145
3436,153,5,2423.75001134
3437,446,4,2112.67001728
3438,322,6,2450.06003379
3439,211,5,2662.85999493
3440,335,3,1351.77002719
3441,418,5,3138.32006453
3442,219,7,3649.05006796
3443,168,4,2081.2600175000002
3444,191,5,2983.46005624
3445,700,1,158.96999744000001
3446,133,5,3035.4400482
3447,174,9,4716.83006687
3448,476,2,1711.87002572
3449,987,3,761.1799926799999
3450,404,1,540.03000646
3451,136,3,1933.50002678
3452,315,4,1382.5799904
3453,173,7,3810.63008123
3454,174,5,2872.14005291
3455,256,6,3054.72002032
3456,320,4,2096.18002703
3457,148,4,2210.39005286
3458,140,6,2689.81004329
3459,127,7,2206.44002156
3460,303,3,1882.12002943
3461,145,6,3992.48003773
3462,311,6,2339.53003307
3463,139,3,1252.68001944
3464,157,6,4049.00006491
3465,359,4,3253.9400825499997
3466,149,5,2334.03002936
3467,337,2,551.47999954
3468,227,7,4310.4200097
3469,449,3,1500.94999692
3470,197,5,2264.10001376
3471,128,11,4942.72002405
3472,186,3,907.93999864
3473,346,3,1861.9100188
3474,454,5,2643.3200207
3475,130,5,1793.1300277799999
3476,208,5,2617.4600524899997
3477,198,7,4067.70001212
3478,552,3,1602.46002961
3479,161,4,991.04999535
3480,337,4,2874.82002441
3481,400,2,1516.2000236
3482,222,8,4572.1000634
3483,153,6,2259.83001149
3484,246,3,756.04000469
3485,520,3,2115.73003386
3486,236,5,2075.43002691
3487,644,3,1481.77002722
3488,584,3,1849.16999443
3489,224,4,1075.60002715
3490,194,3,1186.14001466
3491,420,2,861.33001715
3492,265,6,2927.09002299
3493,482,8,4143.20001999
3494,171,1,471.66000366000003
3495,147,4,2118.2600231
3496,178,5,3232.65007015
3497,133,4,1223.3100051
3498,183,10,5281.37002191
3499,129,6,3875.91007232
3500,585,3,2300.16006472
3501,206,9,4738.44004071
3502,266,5,1942.4400082
3503,276,7,4005.81003755
3504,317,3,1945.48003775
3505,193,4,990.77001952
3506,163,6,4655.14003005
3507,384,1,463.56001283
3508,493,6,3938.51004039
3509,122,6,4201.41001893
3510,323,3,2228.42001348
3511,853,2,1158.77001956
3512,406,3,1746.18999496
3513,298,4,2155.15000918
3514,280,7,3390.65002075
3515,246,6,1901.42002878
3516,189,6,3668.45008088
3517,292,2,711.97000126
3518,180,6,3728.86000457
3519,461,6,3415.24006662
3520,247,7,3700.13004885
3521,386,4,2282.21000666
3522,143,2,1228.74000923
3523,150,8,4880.05009847
3524,319,3,1941.1200219
3525,187,6,2965.87006386
3526,152,3,1559.73999788
3527,484,4,3139.68005185
3528,146,5,1475.28001409
3529,154,9,5346.0700703
3530,195,7,3717.5100555999998
3531,294,8,4582.20001207
3532,134,3,1736.9900207
3533,520,3,1177.8500136799998
3534,189,5,2355.89999764
3535,154,7,3150.39001833
3536,329,5,1837.4900207800001
3537,277,6,3040.87001031
3538,213,4,2134.00005721
3539,393,6,2619.36003865
3540,606,2,1146.3300018300001
3541,156,4,1808.7799911900001
3542,159,4,2368.28003699
3543,199,7,2580.460022
3544,151,8,3285.89001094
3545,433,4,2665.12001409
3546,322,6,2206.97003549
3547,135,7,2713.85001372
3548,226,3,2408.6800233
3549,329,7,3020.02003862
3550,138,11,6105.72008509
3551,325,4,1385.2500153
3552,137,6,2445.47002966
3553,264,6,2680.03999713
3554,397,10,6336.80010041
3555,218,3,1325.90002824
3556,231,8,5782.64005656
3557,162,4,2046.86003307
3558,233,8,3892.11004834
3559,199,3,1411.78000254
3560,626,1,475.3399963
3561,514,4,2718.78003307
3562,273,4,3495.31006234
3563,337,3,1702.50999452
3564,294,1,510.0500183
3565,131,3,1092.56001277
3566,278,4,1811.51002496
3567,219,8,4235.69004244
3568,123,7,3338.57000702
3569,383,8,3508.21006396
3570,177,8,3066.70998376
3571,172,4,1821.8000335
3572,288,6,3453.53007123
3573,360,2,1785.24000178
3574,281,10,3887.09004978
3575,152,3,2130.29003512
3576,452,4,2575.7200433
3577,392,8,4681.30006799
3578,341,4,3364.53003698
3579,160,3,1608.0700149499999
3580,131,7,4561.50006115
3581,258,6,4650.22006628
3582,126,4,2561.4800338
3583,301,4,2837.7100335200003
3584,421,3,1415.5500182
3585,610,4,1513.94999316
3586,411,5,2895.2200201699998
3587,243,5,2068.80999376
3588,1102,1,139.61000061
3589,133,6,3485.9300423
3590,400,5,2378.67002098
3591,135,4,2073.15002823
3592,729,2,917.39998615
3593,264,8,5210.82006623
3594,402,5,2277.21002584
3595,314,8,4120.75002086
3596,242,5,2112.07001497
3597,260,7,3302.3900681
3598,554,4,2287.2400284
3599,239,7,2893.250042
3600,409,6,3188.57003392
3601,172,4,1409.41002274
3602,347,4,2209.3600159
3603,123,9,5339.01010526
3604,293,6,3128.02003096
3605,167,4,1854.09001149
3606,358,1,884.8400077699999
3607,546,2,1449.1900329999999
3608,502,5,2376.97000506
3609,214,1,676.9100189000001
3610,211,6,3282.20001592
3611,248,4,1808.14002987
3612,196,4,2510.61005015
3613,201,4,2477.33002849
3614,750,2,2158.07000362
3615,305,3,607.36998374
3616,651,1,237.56999966
3617,388,9,3946.79002576
3618,135,5,2522.03002936
3619,156,5,2944.23000718
3620,316,7,3772.7700654
3621,323,3,2930.5200348
3622,303,3,1722.84001723
3623,183,3,2047.1700058000001
3624,413,2,1526.93001547
3625,195,6,3361.36005784
3626,671,2,260.8599968
3627,962,4,3104.0100518
3628,137,5,1960.20002378
3629,669,1,704.659996
3630,338,5,2187.5200329199997
3631,187,10,4178.36001969
3632,181,4,1957.72000889
3633,361,4,2297.0299836
3634,300,6,3235.89001104
3635,308,9,5291.39004123
3636,124,6,3058.710041
3637,129,2,1590.61002732
3638,320,3,1501.64002232
3639,134,6,2269.07997509
3640,505,2,776.26000222
3641,161,7,3469.24005127
3642,837,2,698.46998791
3643,265,5,3049.8800238
3644,400,4,2506.9900207
3645,234,2,904.27999878
3646,279,4,3152.3000374900002
3647,396,6,3626.60004815
3648,252,6,3277.37005611
3649,343,5,2531.78998949
3650,427,5,3329.39002988
3651,556,2,1789.1600342699999
3652,462,3,1115.66000752
3653,536,4,1862.3400230299999
3654,925,1,744.1200180999999
3655,160,10,4997.02005006
3656,267,6,4022.36000451
3657,860,1,67.16999817
3658,157,9,3776.36002726
3659,384,4,2181.78004854
3660,537,9,4216.0400201
3661,345,3,1982.34999456
3662,933,1,647.960022
3663,371,2,1169.95001985
3664,253,6,2707.6100426
3665,600,1,1115.2200164
3666,208,5,3822.00005337
3667,237,6,2198.23998254
3668,253,4,1448.97003178
3669,297,4,2449.17002868
3670,145,6,2760.92002488
3671,318,4,3158.78003127
3672,304,5,2536.79002755
3673,210,6,3404.17005348
3674,145,2,1001.8000107
3675,528,5,3196.1200219
3676,152,7,4555.5100632
3677,268,6,4394.7901039299995
3678,338,9,4369.23008539
3679,285,6,3170.02005962
3680,563,5,3202.73000338
3681,899,2,1660.2100295999999
3682,308,6,2606.59002302
3683,196,4,1943.00002469
3684,189,4,2058.08003236
3685,260,7,3409.23003955
3686,348,5,1779.8100244
3687,825,3,940.38001251
3688,257,3,2126.1500167599997
3689,224,3,2276.5500259
3690,397,4,1152.4499969600001
3691,464,8,3011.66006872
3692,351,5,3130.23004145
3693,189,1,411.9600067
3694,144,7,3248.06006628
3695,294,3,1270.02002333
3696,186,9,3918.44002907
3697,142,5,2100.00003047
3698,236,1,351.980011
3699,193,3,2153.76002114
3700,459,1,648.24000933
3701,178,2,1823.8700486
3702,414,3,1409.77003098
3703,333,5,2218.09002683
3704,286,5,2157.76000978
3705,225,6,2390.5000344600003
3706,281,8,3725.04001634
3707,296,3,1388.34004212
3708,150,12,7455.4501093
3709,595,6,3488.74002857
3710,180,14,8112.1301271699995
3711,786,1,705.8999939
3712,210,3,1569.45001592
3713,262,5,4168.98999798
3714,332,8,3562.18003075
3715,505,5,2993.14000703
3716,208,6,3292.480015663
3717,271,10,3464.84004582
3718,486,1,807.3600159
3719,701,1,175.9900055
3720,374,5,2883.03998946
3721,227,6,3152.97002038
3722,233,3,1556.8499984
3723,180,6,3206.3700027200002
3724,387,3,693.27001568
3725,369,4,2092.64001092
3726,142,6,3877.18006905
3727,126,4,2067.8400669899997
3728,285,3,1953.1000384899999
3729,626,2,658.42000582
3730,237,5,2657.80006027
3731,219,3,1681.21001056
3732,1122,1,184.97000126
3733,194,5,2626.18002322
3734,265,4,1818.8000336
3735,223,8,5532.41004169
3736,187,6,3672.1800460599998
3737,259,5,2060.67002102
3738,222,6,2795.41005706
3739,370,7,4168.66004949
3740,490,4,2913.34006509
3741,300,2,728.50000761
3742,319,4,2950.22005077
3743,222,2,633.5200042
3744,212,4,2488.01003262
3745,608,4,2786.31999968
3746,559,2,1389.41001513
3747,508,5,2289.20002363
3748,258,3,1383.1400146
3749,161,7,3386.5900420899998
3750,206,3,2564.1600494599998
3751,302,4,1235.21000681
3752,321,10,3886.34999666
3753,183,8,3886.33004179
3754,272,8,4969.3600464
3755,208,10,5171.40003196
3756,242,5,2337.26000588
3757,160,5,2161.11999886
3758,208,4,4446.63006974
3759,527,4,1004.59999855
3760,324,5,1786.46002402
3761,253,2,1460.71998988
3762,172,5,4807.44005385
3763,318,12,4512.28004448
3764,331,6,2524.73000326
3765,267,6,3327.61004266
3766,472,4,1972.75999454
3767,515,4,2514.61004254
3768,615,2,1311.340023
3769,184,4,2570.72002593
3770,130,6,2800.9900092
3771,189,4,1983.57000344
3772,430,4,2397.71004104
3773,142,1,800.6700096
3774,214,1,308.4800034
3775,498,4,1131.3100205
3776,171,5,2642.50000954
3777,155,2,1028.27001949
3778,357,2,1354.95000468
3779,969,1,96.0
3780,256,7,2987.03003697
3781,137,7,5471.83009716
3782,231,4,2091.4900207
3783,153,2,1430.57999045
3784,349,6,2880.59008036
3785,224,5,3207.50002292
3786,506,6,1693.60003275
3787,274,3,1875.70003129
3788,677,2,1351.3100052300001
3789,147,4,2473.15005298
3790,202,5,3093.55005085
3791,596,2,476.19000242000004
3792,316,1,727.5300139999999
3793,150,3,1936.05002986
3794,346,5,2469.6100312
3795,319,3,1116.5200196
3796,319,3,2032.79003143
3797,177,5,2683.20998378
3798,932,1,1016.92002872
3799,668,2,1565.4700089
3800,164,8,5508.43009961
3801,454,2,1884.5000153400001
3802,388,5,2096.61003119
3803,288,3,769.24999614
3804,338,2,834.5599975
